policy_id,member_id,agent_id,carrier,plan_type,effective_date,expiry_date,monthly_premium,annual_premium,commission_rate,monthly_commission,status,term_months
POL0003591,MEM003592,AGT0072,Zurich,Dental+Vision Bundle,2024-08-01,2026-08-01,74.81,897.72,0.25,18.7,active,24
POL0003592,MEM003593,AGT0034,Zurich,Dental+Vision Bundle,2023-05-01,2024-05-01,77.72,932.64,0.25,19.43,active,12
POL0003593,MEM003594,AGT0042,VSP,Vision Premium,2024-03-01,2025-03-01,34.24,410.88,0.2,6.85,active,12
POL0003594,MEM003595,AGT0028,Zurich,Dental+Vision Bundle,2023-06-01,2026-06-01,76.11,913.32,0.25,19.03,active,36
POL0003595,MEM003596,AGT0003,Zurich,Dental Basic,2023-06-01,2024-06-01,31.09,373.08,0.18,5.6,pending,12
POL0003596,MEM003597,AGT0020,VSP,Vision Basic,2024-10-01,2025-04-01,20.21,242.52,0.16,3.23,active,6
POL0003597,MEM003598,AGT0024,MetLife,Vision Premium,2024-12-01,2026-12-01,36.71,440.52,0.2,7.34,expired,24
POL0003598,MEM003599,AGT0049,MetLife,Dental+Vision Bundle,2024-01-01,2025-01-01,74.49,893.88,0.25,18.62,cancelled,12
POL0003599,MEM003600,AGT0048,Zurich,Dental Basic,2024-10-01,2025-10-01,29.94,359.28,0.18,5.39,active,12
POL0003600,MEM003601,AGT0032,MetLife,Dental+Vision Bundle,2024-03-01,2025-03-01,73.1,877.2,0.25,18.27,cancelled,12
POL0003601,MEM003602,AGT0035,VSP,Vision Premium,2023-05-01,2025-05-01,36.39,436.68,0.2,7.28,active,24
POL0003602,MEM003603,AGT0031,MetLife,Vision Basic,2024-06-01,2026-06-01,20.7,248.4,0.16,3.31,cancelled,24
POL0003603,MEM003604,AGT0040,MetLife,Vision Premium,2023-12-01,2024-12-01,34.09,409.08,0.2,6.82,cancelled,12
POL0003604,MEM003605,AGT0010,MetLife,Vision Premium,2023-12-01,2025-12-01,33.72,404.64,0.2,6.74,cancelled,24
POL0003605,MEM003606,AGT0066,VSP,Vision Premium,2023-07-01,2024-07-01,34.43,413.16,0.2,6.89,active,12
POL0003606,MEM003607,AGT0047,VSP,Dental Basic,2023-09-01,2025-09-01,29.5,354.0,0.18,5.31,active,24
POL0003607,MEM003608,AGT0047,VSP,Dental Premium,2023-11-01,2024-11-01,57.48,689.76,0.22,12.65,active,12
POL0003608,MEM003609,AGT0048,MetLife,Dental Premium,2023-04-01,2024-04-01,55.23,662.76,0.22,12.15,expired,12
POL0003609,MEM003610,AGT0073,Zurich,Dental Premium,2023-11-01,2024-11-01,53.15,637.8,0.22,11.69,active,12
POL0003610,MEM003611,AGT0073,Zurich,Dental Basic,2024-04-01,2026-04-01,31.11,373.32,0.18,5.6,active,24
POL0003611,MEM003612,AGT0076,VSP,Vision Basic,2024-02-01,2024-08-01,19.21,230.52,0.16,3.07,active,6
POL0003612,MEM003613,AGT0008,VSP,Dental+Vision Bundle,2024-06-01,2026-06-01,77.04,924.48,0.25,19.26,cancelled,24
POL0003613,MEM003614,AGT0022,VSP,Dental+Vision Bundle,2023-06-01,2025-06-01,78.06,936.72,0.25,19.52,active,24
POL0003614,MEM003615,AGT0080,Zurich,Vision Basic,2024-12-01,2027-12-01,20.91,250.92,0.16,3.35,active,36
POL0003615,MEM003616,AGT0040,MetLife,Dental+Vision Bundle,2023-06-01,2024-06-01,77.28,927.36,0.25,19.32,expired,12
POL0003616,MEM003617,AGT0080,VSP,Vision Basic,2024-09-01,2027-09-01,20.26,243.12,0.16,3.24,active,36
POL0003617,MEM003618,AGT0005,Zurich,Dental+Vision Bundle,2024-09-01,2026-09-01,73.82,885.84,0.25,18.45,pending,24
POL0003618,MEM003619,AGT0022,VSP,Vision Basic,2024-05-01,2025-05-01,20.5,246.0,0.16,3.28,cancelled,12
POL0003619,MEM003620,AGT0078,MetLife,Dental Basic,2024-06-01,2026-06-01,29.73,356.76,0.18,5.35,active,24
POL0003620,MEM003621,AGT0059,VSP,Vision Premium,2024-11-01,2027-11-01,33.9,406.8,0.2,6.78,active,36
POL0003621,MEM003622,AGT0061,Zurich,Vision Basic,2024-07-01,2025-07-01,19.35,232.2,0.16,3.1,active,12
POL0003622,MEM003623,AGT0074,Zurich,Vision Premium,2024-01-01,2025-01-01,35.94,431.28,0.2,7.19,cancelled,12
POL0003623,MEM003624,AGT0012,Zurich,Vision Premium,2023-08-01,2024-08-01,36.61,439.32,0.2,7.32,active,12
POL0003624,MEM003625,AGT0004,Zurich,Vision Premium,2024-01-01,2025-01-01,35.68,428.16,0.2,7.14,expired,12
POL0003625,MEM003626,AGT0030,MetLife,Dental Basic,2024-09-01,2026-09-01,31.06,372.72,0.18,5.59,active,24
POL0003626,MEM003627,AGT0009,VSP,Dental+Vision Bundle,2023-07-01,2024-07-01,75.59,907.08,0.25,18.9,expired,12
POL0003627,MEM003628,AGT0035,VSP,Vision Basic,2024-01-01,2024-07-01,19.99,239.88,0.16,3.2,active,6
POL0003628,MEM003629,AGT0001,Zurich,Dental Basic,2024-05-01,2025-05-01,28.68,344.16,0.18,5.16,active,12
POL0003629,MEM003630,AGT0060,VSP,Dental Premium,2023-06-01,2024-06-01,55.2,662.4,0.22,12.14,active,12
POL0003630,MEM003631,AGT0052,VSP,Vision Basic,2024-08-01,2027-08-01,19.47,233.64,0.16,3.12,active,36
POL0003631,MEM003632,AGT0012,VSP,Dental+Vision Bundle,2024-09-01,2025-03-01,77.92,935.04,0.25,19.48,active,6
POL0003632,MEM003633,AGT0005,VSP,Dental+Vision Bundle,2024-02-01,2025-02-01,72.76,873.12,0.25,18.19,expired,12
POL0003633,MEM003634,AGT0032,VSP,Dental Premium,2023-03-01,2024-03-01,54.61,655.32,0.22,12.01,active,12
POL0003634,MEM003635,AGT0005,Zurich,Vision Premium,2023-09-01,2025-09-01,36.29,435.48,0.2,7.26,active,24
POL0003635,MEM003636,AGT0079,MetLife,Dental+Vision Bundle,2023-11-01,2026-11-01,75.59,907.08,0.25,18.9,cancelled,36
POL0003636,MEM003637,AGT0073,Zurich,Dental Premium,2024-04-01,2027-04-01,54.22,650.64,0.22,11.93,active,36
POL0003637,MEM003638,AGT0042,MetLife,Dental Basic,2024-09-01,2026-09-01,30.0,360.0,0.18,5.4,cancelled,24
POL0003638,MEM003639,AGT0002,MetLife,Dental Premium,2024-02-01,2026-02-01,52.75,633.0,0.22,11.61,active,24
POL0003639,MEM003640,AGT0021,VSP,Dental Premium,2023-05-01,2025-05-01,54.26,651.12,0.22,11.94,active,24
POL0003640,MEM003641,AGT0031,MetLife,Dental+Vision Bundle,2023-08-01,2024-08-01,75.29,903.48,0.25,18.82,expired,12
POL0003641,MEM003642,AGT0080,Zurich,Dental+Vision Bundle,2024-10-01,2025-10-01,73.43,881.16,0.25,18.36,cancelled,12
POL0003642,MEM003643,AGT0037,VSP,Vision Premium,2024-01-01,2025-01-01,34.59,415.08,0.2,6.92,cancelled,12
POL0003643,MEM003644,AGT0034,VSP,Vision Premium,2023-10-01,2024-10-01,36.3,435.6,0.2,7.26,active,12
POL0003644,MEM003645,AGT0040,Zurich,Dental Basic,2023-12-01,2024-12-01,30.22,362.64,0.18,5.44,expired,12
POL0003645,MEM003646,AGT0078,MetLife,Dental+Vision Bundle,2024-09-01,2025-09-01,72.57,870.84,0.25,18.14,active,12
POL0003646,MEM003647,AGT0058,VSP,Dental Basic,2023-10-01,2025-10-01,29.36,352.32,0.18,5.28,active,24
POL0003647,MEM003648,AGT0003,Zurich,Vision Premium,2023-11-01,2025-11-01,33.99,407.88,0.2,6.8,active,24
POL0003648,MEM003649,AGT0019,MetLife,Dental Basic,2024-12-01,2025-12-01,29.22,350.64,0.18,5.26,expired,12
POL0003649,MEM003650,AGT0017,Zurich,Vision Premium,2024-01-01,2025-01-01,33.39,400.68,0.2,6.68,active,12
POL0003650,MEM003651,AGT0067,Zurich,Dental+Vision Bundle,2023-09-01,2025-09-01,78.5,942.0,0.25,19.62,active,24
POL0003651,MEM003652,AGT0021,MetLife,Dental+Vision Bundle,2023-11-01,2025-11-01,73.01,876.12,0.25,18.25,active,24
POL0003652,MEM003653,AGT0008,Zurich,Dental Basic,2024-09-01,2026-09-01,29.42,353.04,0.18,5.3,active,24
POL0003653,MEM003654,AGT0042,VSP,Dental+Vision Bundle,2024-06-01,2026-06-01,73.37,880.44,0.25,18.34,expired,24
POL0003654,MEM003655,AGT0037,Zurich,Vision Premium,2024-07-01,2025-07-01,35.24,422.88,0.2,7.05,cancelled,12
POL0003655,MEM003656,AGT0061,Zurich,Dental Basic,2024-03-01,2025-03-01,31.49,377.88,0.18,5.67,active,12
POL0003656,MEM003657,AGT0002,MetLife,Dental Premium,2023-06-01,2025-06-01,53.46,641.52,0.22,11.76,pending,24
POL0003657,MEM003658,AGT0049,MetLife,Dental Basic,2024-09-01,2025-03-01,31.32,375.84,0.18,5.64,active,6
POL0003658,MEM003659,AGT0007,MetLife,Dental Basic,2024-10-01,2027-10-01,28.78,345.36,0.18,5.18,active,36
POL0003659,MEM003660,AGT0015,MetLife,Vision Premium,2024-01-01,2026-01-01,34.75,417.0,0.2,6.95,pending,24
POL0003660,MEM003661,AGT0046,Zurich,Vision Premium,2024-05-01,2027-05-01,35.07,420.84,0.2,7.01,active,36
POL0003661,MEM003662,AGT0075,VSP,Vision Basic,2024-03-01,2025-03-01,19.14,229.68,0.16,3.06,cancelled,12
POL0003662,MEM003663,AGT0056,MetLife,Dental+Vision Bundle,2024-05-01,2025-05-01,73.72,884.64,0.25,18.43,active,12
POL0003663,MEM003664,AGT0034,Zurich,Dental Premium,2024-10-01,2027-10-01,57.47,689.64,0.22,12.64,active,36
POL0003664,MEM003665,AGT0042,VSP,Dental Premium,2023-12-01,2025-12-01,54.18,650.16,0.22,11.92,cancelled,24
POL0003665,MEM003666,AGT0070,Zurich,Dental Premium,2023-04-01,2024-04-01,52.25,627.0,0.22,11.49,active,12
POL0003666,MEM003667,AGT0025,VSP,Dental Basic,2023-08-01,2024-08-01,28.6,343.2,0.18,5.15,cancelled,12
POL0003667,MEM003668,AGT0032,MetLife,Dental Premium,2024-12-01,2026-12-01,56.35,676.2,0.22,12.4,cancelled,24
POL0003668,MEM003669,AGT0053,MetLife,Vision Premium,2023-11-01,2025-11-01,33.88,406.56,0.2,6.78,active,24
POL0003669,MEM003670,AGT0058,Zurich,Vision Basic,2023-02-01,2023-08-01,19.83,237.96,0.16,3.17,active,6
POL0003670,MEM003671,AGT0004,MetLife,Vision Basic,2024-06-01,2025-06-01,19.51,234.12,0.16,3.12,cancelled,12
POL0003671,MEM003672,AGT0073,VSP,Dental Premium,2024-11-01,2025-11-01,56.8,681.6,0.22,12.5,cancelled,12
POL0003672,MEM003673,AGT0012,Zurich,Vision Premium,2024-09-01,2027-09-01,35.76,429.12,0.2,7.15,expired,36
POL0003673,MEM003674,AGT0009,VSP,Dental Premium,2024-06-01,2025-06-01,53.96,647.52,0.22,11.87,active,12
POL0003674,MEM003675,AGT0041,MetLife,Dental Basic,2023-03-01,2023-09-01,29.66,355.92,0.18,5.34,active,6
POL0003675,MEM003676,AGT0021,MetLife,Dental+Vision Bundle,2024-08-01,2025-08-01,73.64,883.68,0.25,18.41,active,12
POL0003676,MEM003677,AGT0051,VSP,Dental Basic,2024-10-01,2027-10-01,31.03,372.36,0.18,5.59,active,36
POL0003677,MEM003678,AGT0026,MetLife,Vision Basic,2024-01-01,2024-07-01,19.69,236.28,0.16,3.15,expired,6
POL0003678,MEM003679,AGT0018,MetLife,Dental Basic,2023-07-01,2026-07-01,29.31,351.72,0.18,5.28,expired,36
POL0003679,MEM003680,AGT0028,MetLife,Dental+Vision Bundle,2024-03-01,2026-03-01,75.53,906.36,0.25,18.88,active,24
POL0003680,MEM003681,AGT0026,VSP,Dental Premium,2023-09-01,2025-09-01,56.9,682.8,0.22,12.52,active,24
POL0003681,MEM003682,AGT0055,VSP,Dental Premium,2024-04-01,2024-10-01,52.61,631.32,0.22,11.57,expired,6
POL0003682,MEM003683,AGT0019,VSP,Vision Basic,2023-02-01,2025-02-01,20.5,246.0,0.16,3.28,active,24
POL0003683,MEM003684,AGT0008,MetLife,Dental Premium,2024-01-01,2025-01-01,53.17,638.04,0.22,11.7,cancelled,12
POL0003684,MEM003685,AGT0011,MetLife,Dental+Vision Bundle,2024-02-01,2024-08-01,73.84,886.08,0.25,18.46,expired,6
POL0003685,MEM003686,AGT0063,MetLife,Dental Basic,2024-09-01,2025-03-01,29.77,357.24,0.18,5.36,active,6
POL0003686,MEM003687,AGT0006,MetLife,Vision Basic,2023-09-01,2024-09-01,19.67,236.04,0.16,3.15,expired,12
POL0003687,MEM003688,AGT0003,MetLife,Vision Basic,2024-05-01,2026-05-01,20.54,246.48,0.16,3.29,active,24
POL0003688,MEM003689,AGT0038,MetLife,Dental+Vision Bundle,2023-07-01,2024-01-01,74.65,895.8,0.25,18.66,cancelled,6
POL0003689,MEM003690,AGT0034,Zurich,Dental+Vision Bundle,2023-04-01,2024-04-01,76.76,921.12,0.25,19.19,active,12
POL0003690,MEM003691,AGT0064,VSP,Dental+Vision Bundle,2024-05-01,2025-05-01,77.24,926.88,0.25,19.31,active,12
POL0003691,MEM003692,AGT0077,MetLife,Dental+Vision Bundle,2024-03-01,2025-03-01,76.89,922.68,0.25,19.22,active,12
POL0003692,MEM003693,AGT0070,MetLife,Vision Basic,2023-03-01,2024-03-01,20.63,247.56,0.16,3.3,active,12
POL0003693,MEM003694,AGT0019,VSP,Vision Basic,2024-04-01,2027-04-01,20.79,249.48,0.16,3.33,active,36
POL0003694,MEM003695,AGT0041,Zurich,Dental Basic,2023-04-01,2025-04-01,29.03,348.36,0.18,5.23,active,24
POL0003695,MEM003696,AGT0051,Zurich,Dental Premium,2024-09-01,2026-09-01,55.98,671.76,0.22,12.32,active,24
POL0003696,MEM003697,AGT0032,VSP,Dental Basic,2023-10-01,2025-10-01,31.11,373.32,0.18,5.6,active,24
POL0003697,MEM003698,AGT0010,MetLife,Dental Basic,2023-08-01,2024-08-01,30.94,371.28,0.18,5.57,active,12
POL0003698,MEM003699,AGT0016,Zurich,Vision Basic,2023-04-01,2024-04-01,19.66,235.92,0.16,3.15,active,12
POL0003699,MEM003700,AGT0045,Zurich,Vision Basic,2024-07-01,2025-07-01,19.1,229.2,0.16,3.06,cancelled,12
POL0003700,MEM003701,AGT0059,MetLife,Dental+Vision Bundle,2024-10-01,2027-10-01,72.26,867.12,0.25,18.07,cancelled,36
POL0003701,MEM003702,AGT0029,Zurich,Dental Basic,2024-06-01,2025-06-01,29.19,350.28,0.18,5.25,active,12
POL0003702,MEM003703,AGT0080,VSP,Vision Premium,2023-05-01,2024-05-01,34.1,409.2,0.2,6.82,expired,12
POL0003703,MEM003704,AGT0015,VSP,Dental Basic,2023-08-01,2025-08-01,29.59,355.08,0.18,5.33,cancelled,24
POL0003704,MEM003705,AGT0050,Zurich,Dental Premium,2023-07-01,2024-07-01,53.62,643.44,0.22,11.8,active,12
POL0003705,MEM003706,AGT0024,MetLife,Dental Basic,2023-09-01,2024-09-01,31.41,376.92,0.18,5.65,active,12
POL0003706,MEM003707,AGT0015,VSP,Dental Basic,2023-11-01,2024-11-01,29.34,352.08,0.18,5.28,active,12
POL0003707,MEM003708,AGT0076,Zurich,Dental Premium,2024-12-01,2027-12-01,57.46,689.52,0.22,12.64,expired,36
POL0003708,MEM003709,AGT0070,MetLife,Dental Basic,2023-08-01,2025-08-01,29.94,359.28,0.18,5.39,active,24
POL0003709,MEM003710,AGT0057,MetLife,Dental Premium,2023-11-01,2024-11-01,55.52,666.24,0.22,12.21,active,12
POL0003710,MEM003711,AGT0077,Zurich,Dental+Vision Bundle,2024-07-01,2025-07-01,76.72,920.64,0.25,19.18,cancelled,12
POL0003711,MEM003712,AGT0003,MetLife,Dental Basic,2023-02-01,2025-02-01,28.55,342.6,0.18,5.14,active,24
POL0003712,MEM003713,AGT0045,MetLife,Vision Basic,2024-02-01,2024-08-01,19.81,237.72,0.16,3.17,active,6
POL0003713,MEM003714,AGT0064,VSP,Vision Basic,2023-12-01,2024-06-01,20.1,241.2,0.16,3.22,cancelled,6
POL0003714,MEM003715,AGT0027,MetLife,Dental+Vision Bundle,2023-08-01,2025-08-01,75.67,908.04,0.25,18.92,active,24
POL0003715,MEM003716,AGT0030,VSP,Dental Basic,2024-10-01,2025-10-01,28.55,342.6,0.18,5.14,pending,12
POL0003716,MEM003717,AGT0022,MetLife,Dental+Vision Bundle,2024-06-01,2026-06-01,73.28,879.36,0.25,18.32,cancelled,24
POL0003717,MEM003718,AGT0054,MetLife,Dental+Vision Bundle,2024-09-01,2026-09-01,76.2,914.4,0.25,19.05,active,24
POL0003718,MEM003719,AGT0019,Zurich,Dental Basic,2024-01-01,2024-07-01,29.44,353.28,0.18,5.3,active,6
POL0003719,MEM003720,AGT0021,MetLife,Vision Basic,2024-11-01,2027-11-01,19.92,239.04,0.16,3.19,active,36
POL0003720,MEM003721,AGT0053,MetLife,Dental Basic,2023-05-01,2023-11-01,28.65,343.8,0.18,5.16,active,6
POL0003721,MEM003722,AGT0075,VSP,Dental Basic,2024-09-01,2025-09-01,30.21,362.52,0.18,5.44,active,12
POL0003722,MEM003723,AGT0053,MetLife,Dental+Vision Bundle,2023-10-01,2024-10-01,71.78,861.36,0.25,17.95,active,12
POL0003723,MEM003724,AGT0056,VSP,Dental Basic,2023-11-01,2026-11-01,31.05,372.6,0.18,5.59,active,36
POL0003724,MEM003725,AGT0066,MetLife,Vision Basic,2024-12-01,2025-12-01,19.5,234.0,0.16,3.12,active,12
POL0003725,MEM003726,AGT0025,MetLife,Vision Premium,2024-08-01,2026-08-01,35.0,420.0,0.2,7.0,active,24
POL0003726,MEM003727,AGT0006,VSP,Vision Basic,2023-09-01,2026-09-01,19.78,237.36,0.16,3.16,cancelled,36
POL0003727,MEM003728,AGT0011,MetLife,Dental+Vision Bundle,2023-09-01,2024-09-01,72.8,873.6,0.25,18.2,active,12
POL0003728,MEM003729,AGT0048,Zurich,Dental Premium,2023-05-01,2024-05-01,54.32,651.84,0.22,11.95,active,12
POL0003729,MEM003730,AGT0069,MetLife,Dental+Vision Bundle,2024-12-01,2025-06-01,72.25,867.0,0.25,18.06,active,6
POL0003730,MEM003731,AGT0064,VSP,Dental Premium,2024-08-01,2026-08-01,56.46,677.52,0.22,12.42,expired,24
POL0003731,MEM003732,AGT0015,Zurich,Dental Premium,2023-02-01,2025-02-01,53.69,644.28,0.22,11.81,active,24
POL0003732,MEM003733,AGT0050,VSP,Dental+Vision Bundle,2024-08-01,2025-08-01,75.31,903.72,0.25,18.83,active,12
POL0003733,MEM003734,AGT0050,MetLife,Vision Basic,2023-06-01,2024-06-01,19.41,232.92,0.16,3.11,cancelled,12
POL0003734,MEM003735,AGT0068,VSP,Dental Basic,2024-06-01,2025-06-01,31.06,372.72,0.18,5.59,cancelled,12
POL0003735,MEM003736,AGT0050,Zurich,Dental Premium,2023-12-01,2025-12-01,55.46,665.52,0.22,12.2,active,24
POL0003736,MEM003737,AGT0077,VSP,Vision Premium,2024-03-01,2025-03-01,35.27,423.24,0.2,7.05,cancelled,12
POL0003737,MEM003738,AGT0015,Zurich,Dental Basic,2023-09-01,2024-09-01,28.55,342.6,0.18,5.14,active,12
POL0003738,MEM003739,AGT0010,MetLife,Dental Basic,2024-04-01,2026-04-01,29.48,353.76,0.18,5.31,pending,24
POL0003739,MEM003740,AGT0037,MetLife,Vision Basic,2023-12-01,2024-12-01,20.37,244.44,0.16,3.26,active,12
POL0003740,MEM003741,AGT0037,Zurich,Vision Basic,2024-07-01,2025-07-01,20.88,250.56,0.16,3.34,expired,12
POL0003741,MEM003742,AGT0012,VSP,Dental+Vision Bundle,2024-07-01,2025-07-01,76.79,921.48,0.25,19.2,active,12
POL0003742,MEM003743,AGT0076,Zurich,Vision Basic,2024-05-01,2025-05-01,20.04,240.48,0.16,3.21,active,12
POL0003743,MEM003744,AGT0068,MetLife,Vision Premium,2024-10-01,2025-10-01,36.16,433.92,0.2,7.23,active,12
POL0003744,MEM003745,AGT0071,MetLife,Dental Basic,2024-07-01,2025-07-01,29.22,350.64,0.18,5.26,active,12
POL0003745,MEM003746,AGT0003,Zurich,Vision Premium,2024-04-01,2025-04-01,35.37,424.44,0.2,7.07,expired,12
POL0003746,MEM003747,AGT0001,VSP,Dental+Vision Bundle,2023-07-01,2024-07-01,76.91,922.92,0.25,19.23,active,12
POL0003747,MEM003748,AGT0025,Zurich,Dental Premium,2023-07-01,2024-07-01,55.67,668.04,0.22,12.25,pending,12
POL0003748,MEM003749,AGT0006,VSP,Dental+Vision Bundle,2023-05-01,2024-05-01,73.99,887.88,0.25,18.5,cancelled,12
POL0003749,MEM003750,AGT0031,Zurich,Vision Premium,2023-11-01,2025-11-01,34.63,415.56,0.2,6.93,active,24
POL0003750,MEM003751,AGT0054,Zurich,Dental Basic,2024-01-01,2025-01-01,29.53,354.36,0.18,5.32,active,12
POL0003751,MEM003752,AGT0058,VSP,Vision Basic,2024-09-01,2026-09-01,20.66,247.92,0.16,3.31,expired,24
POL0003752,MEM003753,AGT0056,MetLife,Dental+Vision Bundle,2024-04-01,2025-04-01,77.73,932.76,0.25,19.43,active,12
POL0003753,MEM003754,AGT0065,Zurich,Dental+Vision Bundle,2023-08-01,2024-08-01,77.31,927.72,0.25,19.33,active,12
POL0003754,MEM003755,AGT0062,VSP,Dental+Vision Bundle,2024-12-01,2026-12-01,74.65,895.8,0.25,18.66,active,24
POL0003755,MEM003756,AGT0015,Zurich,Dental+Vision Bundle,2023-04-01,2025-04-01,72.75,873.0,0.25,18.19,expired,24
POL0003756,MEM003757,AGT0059,MetLife,Dental Basic,2024-03-01,2025-03-01,29.88,358.56,0.18,5.38,active,12
POL0003757,MEM003758,AGT0001,MetLife,Dental Basic,2024-08-01,2025-08-01,30.34,364.08,0.18,5.46,active,12
POL0003758,MEM003759,AGT0026,MetLife,Vision Premium,2024-12-01,2025-12-01,35.11,421.32,0.2,7.02,active,12
POL0003759,MEM003760,AGT0066,Zurich,Dental+Vision Bundle,2023-07-01,2024-07-01,77.18,926.16,0.25,19.3,pending,12
POL0003760,MEM003761,AGT0077,Zurich,Dental+Vision Bundle,2024-01-01,2025-01-01,74.83,897.96,0.25,18.71,active,12
POL0003761,MEM003762,AGT0003,VSP,Dental+Vision Bundle,2024-07-01,2025-07-01,71.95,863.4,0.25,17.99,expired,12
POL0003762,MEM003763,AGT0013,Zurich,Dental Basic,2024-06-01,2026-06-01,30.81,369.72,0.18,5.55,active,24
POL0003763,MEM003764,AGT0022,MetLife,Vision Basic,2024-11-01,2025-11-01,19.4,232.8,0.16,3.1,expired,12
POL0003764,MEM003765,AGT0035,MetLife,Vision Premium,2024-08-01,2025-08-01,36.21,434.52,0.2,7.24,active,12
POL0003765,MEM003766,AGT0078,VSP,Dental+Vision Bundle,2024-10-01,2027-10-01,75.13,901.56,0.25,18.78,cancelled,36
POL0003766,MEM003767,AGT0015,VSP,Dental+Vision Bundle,2023-05-01,2024-05-01,72.06,864.72,0.25,18.02,cancelled,12
POL0003767,MEM003768,AGT0032,Zurich,Vision Premium,2024-04-01,2027-04-01,34.34,412.08,0.2,6.87,cancelled,36
POL0003768,MEM003769,AGT0003,Zurich,Dental+Vision Bundle,2024-01-01,2025-01-01,72.85,874.2,0.25,18.21,active,12
POL0003769,MEM003770,AGT0048,Zurich,Dental+Vision Bundle,2023-07-01,2025-07-01,72.45,869.4,0.25,18.11,active,24
POL0003770,MEM003771,AGT0022,Zurich,Dental+Vision Bundle,2024-03-01,2026-03-01,76.19,914.28,0.25,19.05,active,24
POL0003771,MEM003772,AGT0042,VSP,Dental Basic,2024-09-01,2026-09-01,30.9,370.8,0.18,5.56,cancelled,24
POL0003772,MEM003773,AGT0073,MetLife,Dental Premium,2024-10-01,2025-10-01,57.32,687.84,0.22,12.61,active,12
POL0003773,MEM003774,AGT0002,VSP,Vision Premium,2023-09-01,2024-09-01,35.01,420.12,0.2,7.0,active,12
POL0003774,MEM003775,AGT0003,VSP,Dental Premium,2023-06-01,2024-06-01,53.94,647.28,0.22,11.87,active,12
POL0003775,MEM003776,AGT0053,VSP,Vision Basic,2024-06-01,2024-12-01,20.07,240.84,0.16,3.21,active,6
POL0003776,MEM003777,AGT0074,Zurich,Dental Premium,2023-12-01,2026-12-01,57.28,687.36,0.22,12.6,active,36
POL0003777,MEM003778,AGT0071,Zurich,Vision Basic,2023-02-01,2026-02-01,19.21,230.52,0.16,3.07,active,36
POL0003778,MEM003779,AGT0072,VSP,Vision Premium,2024-12-01,2025-12-01,34.91,418.92,0.2,6.98,active,12
POL0003779,MEM003780,AGT0036,MetLife,Dental+Vision Bundle,2024-09-01,2026-09-01,75.39,904.68,0.25,18.85,active,24
POL0003780,MEM003781,AGT0015,VSP,Vision Basic,2023-08-01,2025-08-01,20.67,248.04,0.16,3.31,active,24
POL0003781,MEM003782,AGT0044,MetLife,Dental Premium,2023-11-01,2024-11-01,55.33,663.96,0.22,12.17,cancelled,12
POL0003782,MEM003783,AGT0014,VSP,Dental Premium,2024-09-01,2025-09-01,54.26,651.12,0.22,11.94,cancelled,12
POL0003783,MEM003784,AGT0034,VSP,Dental Premium,2024-09-01,2025-09-01,57.49,689.88,0.22,12.65,active,12
POL0003784,MEM003785,AGT0051,MetLife,Dental Premium,2024-10-01,2025-10-01,54.46,653.52,0.22,11.98,cancelled,12
POL0003785,MEM003786,AGT0021,VSP,Dental Basic,2023-07-01,2024-07-01,30.65,367.8,0.18,5.52,active,12
POL0003786,MEM003787,AGT0052,VSP,Vision Basic,2024-05-01,2027-05-01,20.55,246.6,0.16,3.29,expired,36
POL0003787,MEM003788,AGT0023,VSP,Vision Basic,2023-04-01,2024-04-01,20.42,245.04,0.16,3.27,active,12
POL0003788,MEM003789,AGT0014,MetLife,Dental Basic,2023-10-01,2025-10-01,29.13,349.56,0.18,5.24,expired,24
POL0003789,MEM003790,AGT0025,Zurich,Dental+Vision Bundle,2024-08-01,2025-08-01,75.21,902.52,0.25,18.8,active,12
POL0003790,MEM003791,AGT0070,Zurich,Dental Basic,2024-01-01,2025-01-01,29.97,359.64,0.18,5.39,active,12
POL0003791,MEM003792,AGT0014,Zurich,Dental Premium,2024-10-01,2025-10-01,56.37,676.44,0.22,12.4,expired,12
POL0003792,MEM003793,AGT0058,VSP,Dental+Vision Bundle,2023-09-01,2024-09-01,76.56,918.72,0.25,19.14,expired,12
POL0003793,MEM003794,AGT0006,Zurich,Dental Premium,2023-03-01,2024-03-01,53.92,647.04,0.22,11.86,active,12
POL0003794,MEM003795,AGT0076,Zurich,Dental Premium,2024-03-01,2026-03-01,53.73,644.76,0.22,11.82,cancelled,24
POL0003795,MEM003796,AGT0050,VSP,Dental Basic,2023-08-01,2024-08-01,28.63,343.56,0.18,5.15,active,12
POL0003796,MEM003797,AGT0057,Zurich,Vision Premium,2023-10-01,2025-10-01,33.67,404.04,0.2,6.73,cancelled,24
POL0003797,MEM003798,AGT0073,MetLife,Vision Basic,2023-11-01,2024-11-01,20.54,246.48,0.16,3.29,active,12
POL0003798,MEM003799,AGT0068,VSP,Dental Basic,2024-06-01,2027-06-01,29.95,359.4,0.18,5.39,active,36
POL0003799,MEM003800,AGT0015,Zurich,Vision Premium,2024-11-01,2025-11-01,33.8,405.6,0.2,6.76,cancelled,12
POL0003800,MEM003801,AGT0007,MetLife,Dental Premium,2024-04-01,2025-04-01,57.18,686.16,0.22,12.58,cancelled,12
POL0003801,MEM003802,AGT0017,Zurich,Vision Basic,2023-11-01,2024-11-01,19.9,238.8,0.16,3.18,active,12
